Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
underweight,male,vegetarian,less frequently,natural gas,private,hybrid,sometimes,269,frequently,3033,large,2,2,11,12,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2017
normal,male,vegetarian,daily,natural gas,private,lpg,sometimes,258,never,6736,medium,4,9,34,21,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",3226
normal,female,omnivore,less frequently,coal,private,electric,often,76,rarely,3392,medium,4,14,15,7,Yes,"['Glass', 'Metal']",['Oven'],1283
underweight,female,pescatarian,less frequently,coal,private,lpg,never,113,very frequently,304,medium,4,24,33,14,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",2283
obese,male,vegetarian,more frequently,coal,private,lpg,never,295,rarely,6637,extra large,4,2,6,2,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4036
normal,male,omnivore,more frequently,natural gas,private,diesel,sometimes,242,never,2721,extra large,7,22,36,22,No,"['Paper', 'Plastic']",['Stove'],3106
obese,female,pescatarian,twice a day,natural gas,private,electric,often,77,frequently,3540,large,2,24,45,23,No,"['Paper', 'Plastic', 'Metal']",['Oven'],2230
overweight,female,vegan,more frequently,electricity,private,diesel,often,99,frequently,5772,extra large,1,24,39,15,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",3139
overweight,male,omnivore,twice a day,wood,private,petrol,never,195,rarely,84,large,7,15,2,21,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1962
normal,male,omnivore,twice a day,electricity,private,electric,often,117,never,2930,small,6,12,0,20,No,['Glass'],"['Stove', 'Microwave']",995
obese,male,omnivore,daily,wood,private,diesel,often,143,never,4986,medium,7,13,22,22,No,"['Plastic', 'Glass']","['Grill', 'Airfryer']",3592
normal,female,vegan,daily,natural gas,private,electric,never,178,very frequently,357,extra large,3,21,28,11,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2287
normal,male,omnivore,less frequently,wood,private,hybrid,sometimes,240,frequently,4087,extra large,5,24,47,5,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove'],3396
normal,female,omnivore,less frequently,natural gas,private,electric,sometimes,244,rarely,6420,medium,2,18,27,7,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1310
obese,male,pescatarian,less frequently,natural gas,private,petrol,sometimes,231,never,4269,medium,2,23,29,16,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",3336
obese,male,vegan,daily,electricity,private,lpg,never,61,frequently,353,large,4,0,9,6,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1844
obese,female,vegan,daily,coal,private,diesel,sometimes,175,rarely,5959,extra large,6,23,27,13,Sometimes,['Plastic'],['Oven'],3911
obese,female,omnivore,more frequently,natural gas,private,hybrid,never,145,never,4532,extra large,4,7,10,13,No,['Paper'],"['Stove', 'Grill', 'Airfryer']",2369
overweight,male,vegan,twice a day,natural gas,private,diesel,never,260,frequently,3152,medium,1,11,34,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2740
normal,male,vegetarian,twice a day,electricity,private,lpg,never,220,never,9839,large,6,20,34,12,No,"['Plastic', 'Metal']",['Stove'],4083
normal,male,omnivore,daily,electricity,private,hybrid,never,283,rarely,8386,large,7,6,16,8,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",3056
obese,male,omnivore,less frequently,coal,private,petrol,sometimes,126,frequently,1413,medium,5,15,7,9,No,['Paper'],['Oven'],2957
underweight,female,vegan,less frequently,wood,private,electric,never,54,never,1835,medium,2,22,49,9,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",992
obese,male,pescatarian,daily,electricity,private,electric,never,200,frequently,4320,small,6,3,13,22,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1610
overweight,female,vegetarian,more frequently,electricity,private,electric,sometimes,126,rarely,1718,large,2,4,14,16,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",794
normal,female,vegan,daily,natural gas,private,petrol,sometimes,187,rarely,6117,large,2,16,47,10,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",3380
underweight,female,pescatarian,twice a day,electricity,private,lpg,never,234,very frequently,1406,extra large,7,0,21,15,Sometimes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",3050
overweight,male,vegetarian,twice a day,coal,private,electric,often,53,never,6296,medium,3,10,17,1,Yes,['Plastic'],"['Stove', 'Microwave']",1452
obese,female,omnivore,less frequently,natural gas,private,diesel,often,235,frequently,4812,extra large,1,6,19,17,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3286
obese,male,omnivore,more frequently,natural gas,private,lpg,never,134,very frequently,7768,extra large,4,14,21,11,Sometimes,"['Plastic', 'Metal']",[],6170
normal,female,vegetarian,twice a day,wood,private,hybrid,sometimes,167,very frequently,1083,small,3,22,18,20,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",2307
underweight,male,vegan,daily,coal,private,diesel,often,284,rarely,2644,large,1,19,30,14,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2395
underweight,male,omnivore,twice a day,coal,private,electric,sometimes,181,rarely,5209,large,3,1,6,7,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']",1452
underweight,female,omnivore,daily,coal,private,petrol,sometimes,295,rarely,6364,extra large,5,9,50,5,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",3996
underweight,female,pescatarian,less frequently,wood,private,hybrid,sometimes,193,never,6477,small,5,6,23,24,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1765
normal,male,vegan,less frequently,electricity,private,hybrid,never,221,frequently,2188,medium,6,20,18,16,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",2071
underweight,female,vegan,more frequently,natural gas,private,hybrid,never,71,very frequently,320,medium,4,23,28,3,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],1797
overweight,female,pescatarian,less frequently,wood,private,petrol,never,92,never,4413,medium,3,15,21,18,Yes,"['Plastic', 'Glass']",['Oven'],2554
normal,male,pescatarian,more frequently,natural gas,private,hybrid,often,81,very frequently,6386,extra large,5,19,14,24,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",4046
underweight,female,pescatarian,daily,electricity,private,lpg,often,73,very frequently,62,medium,6,1,46,1,Yes,"['Glass', 'Metal']",['Oven'],2225
overweight,male,pescatarian,less frequently,wood,private,petrol,sometimes,292,frequently,4689,small,7,4,43,6,Sometimes,['Paper'],['Stove'],4429
underweight,female,vegan,twice a day,natural gas,private,lpg,often,110,rarely,5739,large,4,10,48,0,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2819
obese,female,vegetarian,less frequently,natural gas,private,diesel,never,244,very frequently,6640,large,6,12,39,9,Yes,['Glass'],['Stove'],5031
overweight,male,vegan,twice a day,natural gas,private,electric,often,80,frequently,9345,extra large,3,0,47,7,No,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",2658
normal,male,vegetarian,less frequently,wood,private,hybrid,never,87,rarely,2129,extra large,2,22,33,5,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1777
overweight,male,vegetarian,less frequently,wood,private,lpg,never,277,frequently,9940,medium,5,18,33,13,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",5486
underweight,female,omnivore,more frequently,wood,private,hybrid,often,273,very frequently,5030,large,5,17,32,7,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],3251
normal,male,pescatarian,less frequently,wood,private,diesel,often,170,very frequently,668,small,5,17,22,20,Sometimes,"['Paper', 'Plastic', 'Metal']",[],2559
underweight,male,vegetarian,daily,wood,private,electric,sometimes,106,very frequently,3573,small,2,23,35,6,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2440
obese,female,omnivore,daily,wood,private,electric,never,51,never,7189,small,4,3,7,21,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],746
obese,female,pescatarian,less frequently,electricity,private,diesel,sometimes,134,very frequently,7921,extra large,6,2,35,15,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven']",5093
overweight,male,vegan,less frequently,coal,private,diesel,sometimes,188,never,4543,small,3,16,23,1,Sometimes,['Plastic'],['Stove'],2647
overweight,male,vegan,twice a day,wood,private,electric,sometimes,52,rarely,7150,extra large,6,19,37,16,Yes,['Metal'],"['Stove', 'Microwave']",2379
overweight,male,omnivore,daily,wood,private,lpg,never,156,frequently,9076,small,1,12,35,24,Sometimes,[],"['Oven', 'Grill', 'Airfryer']",5065
obese,male,omnivore,twice a day,electricity,private,diesel,often,157,very frequently,1297,extra large,6,0,22,11,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']",3970
overweight,male,vegetarian,twice a day,wood,private,diesel,often,299,rarely,2136,extra large,7,3,34,0,No,[],"['Microwave', 'Grill', 'Airfryer']",3381
underweight,female,omnivore,daily,wood,private,petrol,sometimes,98,frequently,9787,medium,4,21,12,12,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",4547
obese,female,vegan,more frequently,wood,private,electric,often,123,frequently,4211,small,3,4,32,12,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1960
obese,female,omnivore,more frequently,coal,private,electric,often,184,never,4628,large,4,15,25,16,No,['Metal'],"['Oven', 'Grill', 'Airfryer']",2020
obese,female,vegetarian,more frequently,natural gas,private,diesel,sometimes,78,frequently,5744,large,7,1,27,13,Yes,['Paper'],['Oven'],3891
normal,male,pescatarian,more frequently,natural gas,private,hybrid,never,214,never,3051,medium,4,15,35,1,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1818
normal,male,omnivore,less frequently,wood,private,lpg,never,183,frequently,4431,medium,2,10,26,12,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3187
overweight,female,pescatarian,daily,wood,private,lpg,never,179,frequently,8288,small,2,21,31,22,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",3942
overweight,male,omnivore,less frequently,wood,private,diesel,sometimes,273,frequently,4673,large,2,0,47,12,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",4144
normal,female,omnivore,daily,natural gas,private,hybrid,never,287,frequently,3361,large,2,22,49,23,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2619
normal,female,pescatarian,less frequently,wood,private,electric,sometimes,156,rarely,6754,extra large,5,10,17,3,No,"['Paper', 'Plastic', 'Glass']",[],1356
underweight,female,vegan,less frequently,electricity,private,petrol,sometimes,182,very frequently,5485,medium,1,20,40,5,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],3449
obese,male,vegetarian,daily,electricity,private,lpg,sometimes,295,very frequently,2750,extra large,3,2,50,0,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4377
underweight,male,pescatarian,less frequently,wood,private,diesel,sometimes,128,rarely,5220,small,4,22,29,20,Yes,['Metal'],['Microwave'],2639
underweight,female,omnivore,less frequently,coal,private,hybrid,never,197,rarely,987,small,5,21,36,9,No,"['Paper', 'Metal']","['Oven', 'Microwave']",1612
overweight,female,vegetarian,more frequently,coal,private,petrol,sometimes,80,very frequently,1312,extra large,6,10,46,23,No,"['Paper', 'Glass', 'Metal']",[],3636
normal,female,vegan,less frequently,wood,private,hybrid,often,56,frequently,242,large,3,5,37,13,No,"['Plastic', 'Glass']","['Oven', 'Microwave']",1907
obese,female,omnivore,more frequently,wood,private,petrol,never,56,frequently,9598,small,2,17,33,10,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']",5677
overweight,male,pescatarian,daily,natural gas,private,hybrid,often,298,never,867,medium,5,16,6,11,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1459
normal,male,vegan,daily,natural gas,private,diesel,often,68,rarely,9169,extra large,2,11,0,13,Sometimes,"['Glass', 'Metal']",[],3357
normal,female,omnivore,less frequently,coal,private,petrol,sometimes,206,very frequently,5286,medium,1,5,29,21,Yes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",4313
overweight,male,omnivore,daily,coal,private,diesel,sometimes,67,frequently,9025,medium,4,15,25,8,Sometimes,['Metal'],"['Oven', 'Microwave']",4571
underweight,female,vegan,twice a day,coal,private,petrol,never,87,frequently,6946,small,6,14,45,19,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],3936
normal,male,vegetarian,daily,electricity,private,diesel,often,298,very frequently,4007,large,6,9,36,19,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",4129
overweight,female,pescatarian,less frequently,electricity,private,electric,sometimes,111,frequently,2763,small,7,16,33,14,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1895
obese,male,vegetarian,twice a day,coal,private,lpg,often,53,frequently,9300,large,1,9,38,21,Yes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",5635
overweight,female,vegetarian,less frequently,electricity,private,hybrid,often,163,never,2555,extra large,7,16,0,19,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1790
underweight,male,pescatarian,daily,natural gas,private,petrol,never,210,never,8728,small,4,21,29,21,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4179
overweight,female,vegetarian,daily,natural gas,private,petrol,often,53,very frequently,9686,medium,7,20,40,1,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",6185
normal,male,omnivore,twice a day,electricity,private,hybrid,never,72,rarely,6041,large,5,7,38,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2186
obese,female,vegetarian,daily,coal,private,diesel,sometimes,168,rarely,792,extra large,6,9,49,7,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",2701
overweight,male,pescatarian,more frequently,coal,private,lpg,never,57,very frequently,6179,medium,6,14,42,8,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",5037
normal,female,vegan,more frequently,electricity,private,electric,never,66,very frequently,6458,medium,5,14,23,13,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1726
normal,male,omnivore,daily,electricity,private,electric,never,94,never,3657,small,3,11,33,24,No,"['Paper', 'Glass', 'Metal']",[],796
overweight,female,vegan,daily,wood,private,diesel,sometimes,255,frequently,5201,large,3,2,31,7,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3161
obese,male,pescatarian,less frequently,wood,private,hybrid,sometimes,162,rarely,1354,medium,2,23,32,21,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",2179
obese,female,vegetarian,more frequently,electricity,private,petrol,sometimes,297,never,9580,large,4,5,36,21,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",5229
obese,female,vegan,daily,coal,private,electric,often,292,very frequently,1969,small,3,4,15,12,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2851
normal,female,pescatarian,more frequently,natural gas,private,diesel,often,190,never,2877,large,7,5,26,16,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2210
normal,female,omnivore,less frequently,coal,private,petrol,often,273,never,9486,medium,7,23,48,16,No,['Plastic'],['Microwave'],5302
normal,female,omnivore,more frequently,natural gas,private,lpg,often,139,frequently,6031,medium,6,22,4,12,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3157
obese,female,vegan,less frequently,electricity,private,diesel,never,241,frequently,2772,medium,3,23,1,15,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2028
normal,female,vegetarian,less frequently,electricity,private,lpg,never,153,rarely,615,medium,1,13,10,24,No,"['Paper', 'Metal']",['Microwave'],762
overweight,female,vegan,daily,natural gas,private,hybrid,never,83,very frequently,943,large,3,18,45,5,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",2644
overweight,female,pescatarian,twice a day,natural gas,private,hybrid,never,219,never,5196,extra large,6,7,11,20,Yes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2520
overweight,male,vegan,less frequently,coal,private,diesel,never,151,very frequently,1078,small,2,1,40,7,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",2990
overweight,male,vegan,daily,electricity,private,hybrid,never,252,very frequently,4490,large,1,2,36,8,Yes,"['Plastic', 'Metal']",['Oven'],3225
overweight,male,pescatarian,twice a day,wood,private,diesel,often,296,frequently,1283,medium,6,20,6,23,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2675
obese,female,omnivore,twice a day,wood,private,petrol,often,93,rarely,8521,extra large,1,7,34,11,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",4796
obese,female,pescatarian,less frequently,coal,private,hybrid,never,125,never,1896,large,6,20,36,5,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2345
underweight,male,vegetarian,twice a day,coal,private,hybrid,often,275,very frequently,4688,extra large,1,10,16,23,Sometimes,[],[],3366
overweight,female,vegetarian,more frequently,electricity,private,petrol,often,279,very frequently,6843,extra large,2,24,13,14,Yes,"['Paper', 'Plastic']",['Oven'],4929
overweight,female,pescatarian,daily,coal,private,hybrid,sometimes,185,frequently,215,medium,1,10,33,17,No,"['Paper', 'Plastic']",['Stove'],1989
overweight,female,vegetarian,daily,natural gas,private,electric,often,260,frequently,7618,medium,3,0,49,16,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",2290
normal,male,vegan,less frequently,wood,private,lpg,often,75,never,4791,medium,6,7,17,10,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2403
obese,female,vegan,twice a day,natural gas,private,diesel,often,173,never,8537,small,5,2,12,2,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",3373
obese,female,vegan,twice a day,natural gas,private,hybrid,never,63,very frequently,8666,large,1,6,7,18,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",3584
normal,male,omnivore,twice a day,natural gas,private,hybrid,never,179,rarely,9331,medium,3,22,42,5,Sometimes,['Glass'],['Oven'],3168
